label,model,generation,modification,year,mileage,condition,doors_num,body,engine,transmission,color,drive,wheel,package,price,restyling
Audi,A4,B9,150,2017.0,89000.0,не битый,4.0,седан,бензин,робот,зелёный,передний,левый,Base,1490000,Нет
Audi,Q5,I,170,2012.0,104000.0,не битый,5.0,внедорожник,дизель,робот,чёрный,полный,левый,Base,950000,Да
Audi,A8,D4,310,2014.0,41000.0,битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,960000,Да
Audi,Q5,I,211,2010.0,113043.0,не битый,5.0,внедорожник,бензин,робот,серый,полный,левый,Base,897000,Нет
Audi,A8,D2,174,1996.0,460000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,200000,Нет
Audi,A6,C4,150,1995.0,325757.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,129000,Нет
Audi,A6,C7,180,2013.0,96341.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,1090000,Нет
Audi,A6,C6,177,2006.0,180000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,480000,Нет
Audi,A7,I,245,2015.0,58669.0,не битый,5.0,хетчбэк,дизель,робот,белый,полный,левый,Base,2690000,Да
Audi,80,B4,90,1994.0,200000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,120000,Нет
Audi,A6,C4,150,1997.0,330000.0,не битый,5.0,универсал,бензин,автомат,чёрный,передний,левый,Base,60000,Нет
Audi,A4,B8,239,2008.0,220000.0,не битый,4.0,седан,дизель,автомат,коричневый,полный,левый,Standard,790000,Нет
Audi,Q3,I,170,2012.0,129000.0,не битый,5.0,внедорожник,бензин,робот,оранжевый,полный,левый,Base,1100000,Нет
Audi,Q7,4M,249,2016.0,166812.0,не битый,5.0,внедорожник,дизель,автомат,белый,полный,левый,Advance,2550000,Нет
Audi,A3,8P,125,2011.0,183000.0,не битый,5.0,хетчбэк,бензин,робот,белый,передний,левый,Ambiente,470000,Да
Audi,Q3,I,170,2012.0,115000.0,не битый,5.0,внедорожник,бензин,робот,чёрный,полный,левый,Base,1050000,Нет
Audi,A7,I,204,2010.0,140000.0,не битый,5.0,хетчбэк,бензин,робот,белый,полный,левый,Base,1150000,Нет
Audi,A4,B6,130,2004.0,300000.0,не битый,5.0,универсал,дизель,механика,чёрный,передний,левый,Base,310000,Нет
Audi,A6,C5,150,2000.0,269312.0,не битый,4.0,седан,бензин,механика,бежевый,передний,левый,Base,245000,Нет
Audi,A6,C5,125,1998.0,509000.0,не битый,4.0,седан,бензин,механика,голубой,передний,левый,Base,215000,Нет
Audi,A6,C7,190,2018.0,15000.0,не битый,4.0,седан,бензин,робот,чёрный,передний,левый,Base,2100000,Да
Audi,A6,C4,115,1995.0,500000.0,не битый,4.0,седан,бензин,автомат,синий,передний,левый,Base,120000,Нет
Audi,A6,C4,115,1995.0,180000.0,битый,4.0,седан,бензин,механика,белый,передний,левый,Base,29000,Нет
Audi,A4,B5,125,1995.0,100000.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,170000,Нет
Audi,A6,C6,210,2008.0,215000.0,битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,85432,Нет
Audi,A8,D3,260,2007.0,174000.0,битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,80123,Да
Audi,Q3,I,180,2016.0,49000.0,не битый,5.0,внедорожник,бензин,робот,красный,полный,левый,Design,1539000,Да
Audi,A6,C6,177,2004.0,300000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,460000,Нет
Audi,A4,B8,120,2008.0,186000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Standard,545000,Нет
Audi,Q7,4L,326,2008.0,158000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,875000,Нет
Audi,A3,8P,125,2011.0,111000.0,не битый,5.0,хетчбэк,бензин,механика,чёрный,передний,левый,Base,447000,Да
Audi,A6,C7,180,2012.0,225000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,700000,Нет
Audi,100,C3,133,1991.0,20000.0,не битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,50000,Да
Audi,A4,B5,101,1995.0,391293.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,70000,Нет
Audi,80,B3,90,1987.0,570000.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,77000,Нет
Audi,A6,C5,250,2001.0,490000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,199000,Да
Audi,A6,C6,220,2009.0,157000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,750000,Да
Audi,100,C3,90,1988.0,350000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,40000,Да
Audi,100,C3,115,1986.0,350000.0,не битый,5.0,универсал,бензин,механика,чёрный,передний,левый,Base,65000,Нет
Audi,100,C4,133,1991.0,400000.0,не битый,4.0,седан,бензин,автомат,чёрный,передний,левый,Base,140000,Нет
Audi,80,B4,115,1992.0,250000.0,битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,30000,Нет
Audi,Q3,I,170,2012.0,105000.0,не битый,5.0,внедорожник,бензин,робот,белый,полный,левый,Base,850000,Нет
Audi,A4,B7,200,2007.0,151700.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,420000,Нет
Audi,Q5,I,225,2015.0,220000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,1333000,Да
Audi,A4 Allroad Quattro,B8,211,2010.0,145000.0,не битый,5.0,универсал,бензин,робот,чёрный,полный,левый,Base,490000,Нет
Audi,TT,8J,200,2006.0,104000.0,не битый,2.0,купе,бензин,робот,чёрный,передний,левый,Base,620000,Нет
Audi,A6,C5,150,2000.0,387000.0,не битый,5.0,универсал,дизель,механика,зелёный,передний,левый,Base,260000,Нет
Audi,A6,C6,177,2006.0,200000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,460000,Нет
Audi,80,B3,75,1989.0,200000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,85000,Нет
Audi,Q5,I,211,2010.0,98000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,870000,Нет
Audi,80,B3,90,1991.0,33000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,80000,Нет
Audi,A4,B8,160,2010.0,74321.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Standard,689000,Нет
Audi,100,C4,174,1991.0,33000.0,битый,4.0,седан,бензин,автомат,синий,передний,левый,Base,37000,Нет
Audi,80,B2,90,1984.0,259900.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,40000,Нет
Audi,A6,C7,190,2018.0,67000.0,битый,4.0,седан,бензин,робот,чёрный,передний,левый,Business,1360000,Да
Audi,80,B3,75,1988.0,255083.0,не битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,45000,Нет
Audi,80,B3,70,1987.0,290000.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,36000,Нет
Audi,A8,D4,310,2016.0,56500.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,2700000,Да
Audi,Q5,I,225,2014.0,49300.0,не битый,5.0,внедорожник,бензин,автомат,красный,полный,левый,Base,1429000,Да
Audi,A7,I,204,2011.0,105000.0,не битый,5.0,хетчбэк,бензин,робот,чёрный,полный,левый,Base,1090000,Нет
Audi,A6,C5,165,1999.0,393000.0,не битый,4.0,седан,бензин,автомат,серебряный,полный,левый,Base,220000,Нет
Audi,A6,C6,170,2007.0,187190.0,не битый,4.0,седан,бензин,вариатор,синий,передний,левый,Base,603000,Нет
Audi,A6,C7,204,2013.0,129000.0,не битый,4.0,седан,бензин,робот,белый,полный,левый,Base,1200000,Нет
Audi,A6,C7,180,2014.0,78000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,1200000,Нет
Audi,A3,8V,122,2013.0,82000.0,не битый,5.0,хетчбэк,бензин,робот,чёрный,передний,левый,Attraction,770000,Нет
Audi,A6,C7,249,2018.0,12800.0,не битый,4.0,седан,бензин,робот,коричневый,полный,левый,Sport,1985000,Да
Audi,A3,8V,150,2019.0,151018.0,не битый,4.0,седан,бензин,робот,синий,передний,левый,Standard,1859000,Да
Audi,80,B4,115,1994.0,250000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,110000,Нет
Audi,80,B3,88,1987.0,260000.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,55000,Нет
Audi,A6,C6,210,2008.0,156000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,510000,Нет
Audi,A7,I,245,2014.0,68000.0,не битый,5.0,хетчбэк,дизель,робот,красный,полный,левый,Base,2580000,Да
Audi,A4,B8,143,2008.0,161000.0,не битый,4.0,седан,дизель,вариатор,серый,передний,левый,Standard,750000,Нет
Audi,90,B3,136,1987.0,320000.0,не битый,4.0,седан,бензин,механика,чёрный,полный,левый,Base,75000,Нет
Audi,Q7,4L,239,2011.0,160000.0,не битый,5.0,внедорожник,дизель,автомат,серый,полный,левый,Base,1199750,Да
Audi,80,B3,90,1990.0,252000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,100000,Нет
Audi,A6,C5,165,2000.0,651000.0,не битый,4.0,седан,бензин,автомат,синий,передний,левый,Base,295000,Нет
Audi,A7,I,243,2015.0,94430.0,не битый,5.0,хетчбэк,дизель,автомат,чёрный,полный,левый,Base,1699000,Да
Audi,A4,B8,160,2008.0,185000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Standard,480000,Нет
Audi,A8,D3,280,2007.0,140000.0,не битый,4.0,седан,бензин,автомат,серый,полный,левый,Base,675000,Да
Audi,100,C4,101,1991.0,300000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,55000,Нет
Audi,A6,C7,180,2014.0,134000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Base,850000,Нет
Audi,A4,B7,130,2006.0,270000.0,не битый,4.0,седан,бензин,вариатор,серебряный,передний,левый,Base,350000,Нет
Audi,Q7,4L,233,2007.0,270000.0,не битый,5.0,внедорожник,дизель,автомат,серый,полный,левый,Base,800000,Нет
Audi,A6,C5,180,2001.0,334995.0,не битый,4.0,седан,дизель,автомат,синий,передний,левый,Base,247000,Нет
Audi,100,C4,174,1991.0,308419.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,130000,Нет
Audi,A8,D3,280,2006.0,167000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,350000,Да
Audi,100,C4,115,1991.0,307000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,140000,Нет
Audi,Q7,4L,233,2008.0,308000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,646000,Нет
Audi,Q3,I,170,2013.0,89730.0,не битый,5.0,внедорожник,бензин,робот,чёрный,полный,левый,Base,930000,Нет
Audi,A5,I,211,2011.0,120000.0,не битый,5.0,хетчбэк,бензин,робот,серый,полный,левый,Base,745000,Нет
Audi,A5,I,211,2012.0,92000.0,не битый,5.0,хетчбэк,бензин,робот,белый,полный,левый,Base,1195000,Да
Audi,80,B3,113,1991.0,312680.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,60000,Нет
Audi,Q5,I,225,2013.0,119000.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Base,1190000,Да
Audi,A6,C6,177,2006.0,290000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,700000,Нет
Audi,100,C4,133,1991.0,229000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,85000,Нет
Audi,A6,C5,125,2000.0,282500.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,320000,Нет
Audi,100,C4,115,1991.0,527000.0,не битый,4.0,седан,дизель,механика,красный,передний,левый,Base,120000,Нет
Audi,A4,B8,120,2009.0,121600.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Standard,635000,Нет
Audi,A6,C6,177,2004.0,225000.0,не битый,4.0,седан,бензин,вариатор,серебряный,передний,левый,Base,350000,Нет
Audi,A6,C7,300,2011.0,220000.0,не битый,4.0,седан,бензин,робот,синий,полный,левый,Base,790000,Нет
Audi,A6,C6,255,2006.0,250000.0,не битый,5.0,универсал,бензин,автомат,чёрный,полный,левый,Base,550000,Нет
Audi,A3,8P,125,2009.0,134000.0,не битый,5.0,хетчбэк,бензин,робот,чёрный,передний,левый,Base,490000,Да
Audi,A6,C6,170,2011.0,120500.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,690000,Да
Audi,Q3,I,180,2016.0,51000.0,не битый,5.0,внедорожник,бензин,робот,коричневый,полный,левый,Sport,1460000,Да
Audi,A8,D2,174,1995.0,700000.0,не битый,4.0,седан,бензин,автомат,синий,передний,левый,Base,350000,Нет
Audi,A4,B9,150,2017.0,60000.0,не битый,4.0,седан,бензин,робот,коричневый,передний,левый,Design,1450000,Нет
Audi,Q7,4M,249,2016.0,37000.0,битый,5.0,внедорожник,дизель,автомат,синий,полный,левый,Base,1450000,Нет
Audi,A6,C6,177,2008.0,226000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,535000,Нет
Audi,A6,C6,170,2007.0,165000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,499000,Нет
Audi,Q3,I,150,2014.0,180000.0,не битый,5.0,внедорожник,бензин,робот,чёрный,передний,левый,Base,820000,Да
Audi,Q7,4L,280,2008.0,127000.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Base,800000,Нет
Audi,80,B4,115,1994.0,474000.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Base,163000,Нет
Audi,A4,B7,130,2007.0,185000.0,не битый,4.0,седан,бензин,вариатор,красный,передний,левый,Base,370000,Нет
Audi,A4,B5,101,1995.0,350000.0,битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,80000,Нет
Audi,A4,B7,200,2007.0,250000.0,битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,50132,Нет
Audi,A4,B6,130,2004.0,230000.0,не битый,4.0,седан,бензин,вариатор,серый,передний,левый,Base,350000,Нет
Audi,A4,B8,170,2014.0,82000.0,не битый,4.0,седан,бензин,вариатор,серебряный,передний,левый,Base,600000,Да
Audi,A6,C7,220,2015.0,116766.0,не битый,4.0,седан,бензин,робот,бежевый,полный,левый,Base,1599000,Да
Audi,A6,C5,150,1998.0,258000.0,не битый,4.0,седан,дизель,механика,синий,полный,левый,Base,150000,Нет
Audi,A5,I,160,2011.0,123000.0,не битый,5.0,хетчбэк,бензин,вариатор,красный,передний,левый,Base,730000,Да
Audi,A6,C5,130,2001.0,275000.0,не битый,4.0,седан,бензин,вариатор,синий,передний,левый,Base,390000,Да
Audi,Q5,I,211,2010.0,160000.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Base,760000,Нет
Audi,A6,C7,180,2013.0,175000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,880000,Нет
Audi,A4,B5,150,1995.0,350000.0,битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,65000,Нет
Audi,A4,B6,170,2003.0,249000.0,не битый,4.0,седан,бензин,автомат,синий,полный,левый,Base,320000,Нет
Audi,Q7,4L,233,2007.0,170000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,890000,Нет
Audi,A6 Allroad Quattro,C7,310,2012.0,234484.0,не битый,5.0,универсал,бензин,робот,коричневый,полный,левый,Base,1199990,Нет
Audi,A6,C4,115,1994.0,300000.0,не битый,5.0,универсал,бензин,автомат,зелёный,передний,левый,Base,199000,Нет
Audi,SQ5,I,354,2015.0,208000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,1599000,Нет
Audi,A4,B8,170,2011.0,150000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Base,650000,Да
Audi,A6,C7,180,2012.0,100000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,950000,Нет
Audi,A3,8P,125,2011.0,113000.0,не битый,5.0,хетчбэк,бензин,робот,красный,передний,левый,Base,550000,Да
Audi,A4,B8,120,2014.0,150000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Base,720000,Да
Audi,100,C4,133,1992.0,333333.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,114000,Нет
Audi,A4,B8,160,2011.0,159000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Base,429000,Да
Audi,100,C4,133,1991.0,200000.0,не битый,5.0,универсал,бензин,механика,серый,передний,левый,Base,80000,Нет
Audi,Q7,4L,233,2008.0,300000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,890000,Нет
Audi,90,B3,115,1989.0,143000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,130000,Нет
Audi,100,C3,75,1986.0,403607.0,битый,4.0,седан,бензин,механика,синий,передний,левый,Base,60000,Нет
Audi,A4,B9,150,2017.0,52000.0,не битый,4.0,седан,бензин,робот,чёрный,передний,левый,Base,1500000,Нет
Audi,A6,C5,220,2003.0,175087.0,не битый,4.0,седан,бензин,автомат,голубой,полный,левый,Base,430000,Да
Audi,80,B4,90,1993.0,230000.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,270000,Нет
Audi,80,B3,90,1989.0,90000.0,не битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,74000,Нет
Audi,A4,B7,130,2007.0,194000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,385000,Нет
Audi,A6,C5,193,1998.0,303000.0,не битый,4.0,седан,бензин,механика,чёрный,полный,левый,Base,180000,Нет
Audi,A3,8V,122,2013.0,132000.0,не битый,5.0,хетчбэк,бензин,робот,белый,передний,левый,Base,669777,Нет
Audi,Q3,I,170,2012.0,109571.0,не битый,5.0,внедорожник,бензин,робот,серебряный,полный,левый,Base,977000,Нет
Audi,100,C4,137,1990.0,200000.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,30000,Нет
Audi,Q7,4L,280,2007.0,244000.0,не битый,5.0,внедорожник,бензин,автомат,серебряный,полный,левый,Base,639888,Нет
Audi,A6,C6,177,2008.0,200000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,575000,Нет
Audi,A6,C6,177,2005.0,241525.0,не битый,4.0,седан,бензин,вариатор,бежевый,передний,левый,Base,285000,Нет
Audi,Q3,I,177,2013.0,73200.0,не битый,5.0,внедорожник,дизель,робот,белый,полный,левый,Base,940000,Нет
Audi,A6,C5,193,1997.0,330000.0,не битый,4.0,седан,бензин,автомат,синий,полный,левый,Base,190000,Нет
Audi,A6,C7,180,2014.0,175000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,950000,Нет
Audi,A6,C4,101,1995.0,260000.0,не битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,100000,Нет
Audi,100,C4,133,1994.0,283741.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,142500,Нет
Audi,A6,C5,165,1998.0,298162.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,230000,Нет
Audi,80,B4,115,1994.0,250000.0,не битый,5.0,универсал,бензин,механика,серый,передний,левый,Base,175000,Нет
Audi,Q7,4L,245,2011.0,145000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,1300000,Да
Audi,A8,D3,350,2008.0,420000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,650000,Да
Audi,A8,D4,290,2013.0,188000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,920000,Нет
Audi,TT,8J,200,2008.0,150000.0,не битый,2.0,купе,бензин,робот,чёрный,передний,левый,Base,599000,Нет
Audi,Q5,II,249,2017.0,29000.0,не битый,5.0,внедорожник,бензин,робот,белый,полный,левый,Base,2888888,Нет
Audi,A6,C7,190,2015.0,76000.0,не битый,4.0,седан,бензин,робот,чёрный,передний,левый,Base,1370000,Да
Audi,A3,8V,150,2020.0,151018.0,не битый,4.0,седан,бензин,робот,белый,передний,левый,Standard,1830000,Да
Audi,A4,B6,130,2002.0,180000.0,битый,5.0,универсал,бензин,вариатор,серебряный,передний,левый,Base,99999,Нет
Audi,A4,B5,125,1998.0,360000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,199999,Нет
Audi,TT,8N,180,2002.0,250000.0,не битый,2.0,купе,бензин,автомат,чёрный,передний,левый,Base,400000,Нет
Audi,A4,B7,200,2005.0,289000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,400000,Нет
Audi,A5,I,170,2012.0,100000.0,не битый,2.0,купе,бензин,вариатор,белый,передний,левый,Base,1300000,Да
Audi,A6,C5,250,2002.0,250000.0,битый,4.0,седан,бензин,автомат,синий,полный,левый,Base,70000,Да
Audi,A4,B7,130,2005.0,246000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,380000,Нет
Audi,A4,B8,143,2008.0,265000.0,не битый,4.0,седан,дизель,вариатор,серый,передний,левый,Standard,350000,Нет
Audi,A7,I,333,2016.0,54000.0,не битый,5.0,хетчбэк,бензин,робот,белый,полный,левый,Base,1790000,Да
Audi,A4,B7,130,2005.0,205000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,399000,Нет
Audi,A4,B8,160,2009.0,195000.0,не битый,4.0,седан,бензин,вариатор,красный,передний,левый,Standard,530000,Нет
Audi,A6,C6,170,2011.0,190000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,698000,Да
Audi,A6,C5,170,2002.0,380000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,280000,Да
Audi,A6,C6,224,2006.0,212000.0,не битый,5.0,универсал,дизель,автомат,чёрный,полный,левый,Base,679000,Нет
Audi,80,B3,90,1989.0,300000.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Base,77000,Нет
Audi,100,C4,115,1994.0,300000.0,не битый,5.0,универсал,дизель,механика,фиолетовый,передний,левый,Base,115000,Нет
Audi,A4,B7,140,2007.0,289000.0,не битый,5.0,универсал,дизель,вариатор,чёрный,передний,левый,Base,390000,Нет
Audi,80,B3,75,1989.0,350000.0,битый,4.0,седан,бензин,механика,синий,передний,левый,Base,60000,Нет
Audi,80,B3,90,1991.0,406700.0,не битый,4.0,седан,бензин,механика,золотой,передний,левый,Base,35000,Нет
Audi,80,B3,112,1986.0,270000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,95000,Нет
Audi,A4,B8,160,2008.0,245000.0,не битый,4.0,седан,бензин,вариатор,серебряный,передний,левый,Standard,500000,Нет
Audi,A4,B8,170,2012.0,150000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Comfort,450000,Да
Audi,A6,C5,170,2003.0,241000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,370000,Да
Audi,A6,C5,150,1997.0,340000.0,не битый,4.0,седан,бензин,автомат,чёрный,передний,левый,Base,215000,Нет
Audi,A6 Allroad Quattro,C5,250,2002.0,255000.0,не битый,5.0,универсал,бензин,автомат,серебряный,полный,левый,Base,400000,Нет
Audi,100,C4,115,1993.0,300000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,180000,Нет
Audi,Q5,I,211,2009.0,205000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,650000,Нет
Audi,A4,B6,170,2002.0,250000.0,не битый,4.0,седан,бензин,вариатор,серый,передний,левый,Base,275000,Нет
Audi,A8,D2,310,2001.0,311000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,400000,Да
Audi,A4,B5,125,1995.0,373737.0,битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,37007,Нет
Audi,A3,8P,160,2007.0,164000.0,не битый,5.0,хетчбэк,бензин,робот,белый,передний,левый,Base,495000,Да
Audi,80,B3,90,1989.0,400000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,79000,Нет
Audi,A8,D3,280,2003.0,299800.0,не битый,4.0,седан,бензин,автомат,серый,полный,левый,Base,330000,Нет
Audi,A6,C5,125,1998.0,270000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,260000,Нет
Audi,Q5,I,211,2011.0,160000.0,не битый,5.0,внедорожник,бензин,робот,белый,полный,левый,Base,950000,Нет
Audi,A3,8P,125,2008.0,250000.0,не битый,5.0,хетчбэк,бензин,робот,белый,передний,левый,Ambition,390000,Да
Audi,A4,B6,130,2004.0,294000.0,не битый,4.0,седан,бензин,вариатор,серый,передний,левый,Base,245000,Нет
Audi,A4,B7,130,2006.0,107000.0,не битый,4.0,седан,бензин,вариатор,бежевый,передний,левый,Base,350000,Нет
Audi,A6,C6,177,2007.0,250000.0,не битый,4.0,седан,бензин,вариатор,зелёный,передний,левый,Base,440000,Нет
Audi,A6,C6,255,2006.0,245000.0,не битый,4.0,седан,бензин,автомат,синий,полный,левый,Base,400000,Нет
Audi,100,C4,230,1991.0,312000.0,не битый,4.0,седан,бензин,механика,красный,полный,левый,Base,170000,Нет
Audi,80,B3,112,1988.0,200000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,65000,Нет
Audi,A4,B5,125,1994.0,199000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,159000,Нет
Audi,Q3,I,170,2012.0,89000.0,не битый,5.0,внедорожник,бензин,робот,белый,полный,левый,Base,1050000,Нет
Audi,Q3,I,170,2013.0,65000.0,не битый,5.0,внедорожник,бензин,робот,красный,полный,левый,Base,1140000,Нет
Audi,100,C4,133,1991.0,451931.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Base,90000,Нет
Audi,Q5,I,239,2009.0,195000.0,не битый,5.0,внедорожник,дизель,робот,белый,полный,левый,Base,800000,Нет
Audi,A4,B5,125,1999.0,203000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,160000,Да
Audi,A4,B8,211,2009.0,160000.0,не битый,4.0,седан,бензин,автомат,серый,полный,левый,Base,530000,Нет
Audi,80,B4,115,1992.0,570000.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,80000,Нет
Audi,A6,C4,150,1994.0,280000.0,не битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,175000,Нет
Audi,A6,C5,250,2000.0,1500.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,250000,Нет
Audi,A8,D4,211,2012.0,190000.0,не битый,4.0,седан,гибрид,автомат,серебряный,передний,левый,Base,990000,Нет
Audi,A4,B5,193,2000.0,210000.0,не битый,4.0,седан,бензин,механика,серебряный,полный,левый,Base,200000,Да
Audi,100,C4,101,1994.0,390000.0,не битый,4.0,седан,бензин,механика,фиолетовый,передний,левый,Base,80000,Нет
Audi,A3,8P,102,2010.0,232000.0,не битый,5.0,хетчбэк,бензин,робот,чёрный,передний,левый,Base,425000,Да
Audi,80,B3,90,1987.0,290000.0,битый,4.0,седан,бензин,механика,серый,передний,левый,Base,50000,Нет
Audi,Q7,4L,238,2008.0,182000.0,не битый,5.0,внедорожник,дизель,автомат,белый,полный,левый,Base,959000,Нет
Audi,Q7,4L,245,2013.0,133031.0,не битый,5.0,внедорожник,дизель,автомат,коричневый,полный,левый,Exclusive Edition,1349000,Да
Audi,A4,B6,190,2004.0,184000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,275000,Нет
Audi,A6,C7,204,2014.0,137521.0,не битый,4.0,седан,бензин,робот,чёрный,полный,левый,Base,1299999,Нет
